116.341137	39.923964
116.339679	39.94356
116.334715	39.948162
116.357253	39.948746
116.358141	39.956251
116.362253	39.957521
116.362998	39.949865
116.378502	39.954835
116.37692	39.973552
116.389736	39.974387
116.387287	39.993956
116.362761	40.026109
116.363069	40.02954
116.357718	40.032531
116.401464	40.039194
116.396604	40.04379
116.397325	40.047524
116.378543	40.050829
116.37375	40.057042
116.379802	40.060106
116.378836	40.063911
116.389051	40.066847
116.386902	40.07159
116.379795	40.071643
116.376853	40.075298
116.369691	40.074844
116.369768	40.07191
116.353507	40.069364
116.349949	40.061113
116.346675	40.060861
116.34552	40.064731
116.335378	40.06064
116.325006	40.067249
116.313008	40.068525
116.310228	40.066449
116.296905	40.089609
116.286401	40.086145
116.280513	40.097876
116.265798	40.10745
116.271527	40.110243
116.269771	40.117429
116.264818	40.118596
116.263369	40.110845
116.246619	40.114369
116.251428	40.118582
116.254817	40.141222
116.239751	40.142021
116.223719	40.147867
116.214447	40.146781
116.209906	40.167109
116.201798	40.166439
116.197998	40.161694
116.190154	40.164269
116.188151	40.153554
116.181289	40.148843
116.176081	40.148902
116.176031	40.145915
116.171412	40.146314
116.176745	40.143174
116.179721	40.13387
116.174848	40.134699
116.177839	40.130436
116.141183	40.127954
116.137391	40.121312
116.120823	40.121343
116.113567	40.124048
116.108368	40.122302
116.10376	40.127436
116.081711	40.121954
116.077221	40.111653
116.063592	40.103311
116.056474	40.092332
116.063413	40.083336
116.071468	40.079457
116.072308	40.073843
116.078539	40.068341
116.075555	40.058363
116.0821	40.043526
116.085314	40.039136
116.092141	40.037016
116.107208	40.039888
116.144993	40.035981
116.155357	40.028917
116.164319	40.027556
116.182703	40.012638
116.179676	40.007247
116.167804	40.006381
116.157626	39.999989
116.16467	39.990209
116.174553	39.993657
116.175724	39.983666
116.185043	39.988499
116.185431	39.994544
116.191454	39.992044
116.192751	39.976711
116.208046	39.967038
116.209915	39.962145
116.225593	39.94995
116.220405	39.939699
116.222384	39.933733
116.213491	39.930676
116.213391	39.923814
116.238498	39.922
116.259497	39.927929
116.259612	39.9237
116.25575	39.921998
116.259455	39.921458
116.25952	39.903235
116.301619	39.90306
116.302701	39.892937
116.305624	39.895923
116.313912	39.896884
116.310609	39.898681
116.319901	39.902635
116.341152	39.902656
116.341137	39.923964
